Sentença	Id	Index	Granularidade	Documento
Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos,Pontal Do Paraná (Paraná), atraves de monitoramento do tipo	26	0	0	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare Indeterminado e vento Sul.	26	1	0	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie:	26	2	0	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Stenella frontalis, Juvenil Não ,,,esta ameacada de extincao.	26	3	0	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	26	4	0	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	26	5	0	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
25	26	-1	1	Indivíduo de numero 26 registrado pela equipe do Trecho 06 na cidade de Matinhos , Pontal Do Paraná ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Stenella frontalis , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba (Paraná), atraves de monitoramento do tipo	27	0	0	Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Sotalia guianensis , Adulto Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo .
Acionamento com a mare Indeterminado e vento Sul.	27	1	0	Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Sotalia guianensis , Adulto Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo .
Espécie: Sotalia guianensis, Adulto Sim ,,,esta ameacada de extincao.	27	2	0	Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Sotalia guianensis , Adulto Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo .
Foi encontrado Morto em ambiente	27	3	0	Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Sotalia guianensis , Adulto Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo .
Arenoso com o Cod de carcaca 2 e Não apresentava oleo.	27	4	0	Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Sotalia guianensis , Adulto Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo .
26	27	-1	1	Indivíduo de numero 27 registrado pela equipe do Trecho 06 na cidade de Guaratuba ( Paraná ) , atraves de monitoramento do tipo Acionamento com a mare Indeterminado e vento Sul . Espécie : Sotalia guianensis , Adulto Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 2 e Não apresentava oleo .
Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare	28	0	0	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
Enchente e vento Sul	28	1	0	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
.	28	2	0	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
Espécie:	28	3	0	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
Larus dominicanus, Juvenil Não ,,,esta ameacada de extincao.	28	4	0	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo.	28	5	0	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
27	28	-1	1	Indivíduo de numero 28 registrado pela equipe do Trecho 01 na cidade de Imbituba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Sul . Espécie : Larus dominicanus , Juvenil Não , , , esta ameacada de extincao . Foi encontrado Vivo em ambiente Arenoso com o Cod de carcaca 1 e Não apresentava oleo .
Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo	29	0	0	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare	29	1	0	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Enchente e vento Oeste.	29	2	0	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	29	3	0	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	29	4	0	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	29	5	0	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
28	29	-1	1	Indivíduo de numero 29 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul (Santa Catarina), atraves de monitoramento do tipo	30	0	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare Vazia e vento Sudeste.	30	1	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Indeterminado Sim ,,,esta ameacada de extincao.	30	2	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	30	3	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	30	4	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
29	30	-1	1	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha (Santa Catarina), atraves de monitoramento do tipo Regular com a mare	31	0	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Enchente e vento Oeste.	31	1	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	31	2	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	31	3	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	31	4	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
30	31	-1	1	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 32 registrado pela equipe do Trecho 02 na cidade de Palhoça (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazante e vento N/A. Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	32	0	0	Indivíduo de numero 32 registrado pela equipe do Trecho 02 na cidade de Palhoça ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	32	1	0	Indivíduo de numero 32 registrado pela equipe do Trecho 02 na cidade de Palhoça ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	32	2	0	Indivíduo de numero 32 registrado pela equipe do Trecho 02 na cidade de Palhoça ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
31	32	-1	1	Indivíduo de numero 32 registrado pela equipe do Trecho 02 na cidade de Palhoça ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento N / A. Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 33 registrado pela equipe do Trecho 06 na cidade de Paranaguá (Paraná), atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste.	33	0	0	Indivíduo de numero 33 registrado pela equipe do Trecho 06 na cidade de Paranaguá ( Paraná ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	33	1	0	Indivíduo de numero 33 registrado pela equipe do Trecho 06 na cidade de Paranaguá ( Paraná ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	33	2	0	Indivíduo de numero 33 registrado pela equipe do Trecho 06 na cidade de Paranaguá ( Paraná ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	33	3	0	Indivíduo de numero 33 registrado pela equipe do Trecho 06 na cidade de Paranaguá ( Paraná ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
32	33	-1	1	Indivíduo de numero 33 registrado pela equipe do Trecho 06 na cidade de Paranaguá ( Paraná ) , atraves de monitoramento do tipo Regular com a mare Vazante e vento Sudoeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo de numero 34 registrado pela equipe do Trecho 02 na cidade de Garopaba (Santa Catarina), atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste.	34	0	0	Indivíduo de numero 34 registrado pela equipe do Trecho 02 na cidade de Garopaba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste . Espécie : Puffinus puffinus , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo .
Espécie: Puffinus puffinus, Indeterminado Não ,,,esta ameacada de extincao.	34	1	0	Indivíduo de numero 34 registrado pela equipe do Trecho 02 na cidade de Garopaba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste . Espécie : Puffinus puffinus , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo .
Foi encontrado Morto em ambiente	34	2	0	Indivíduo de numero 34 registrado pela equipe do Trecho 02 na cidade de Garopaba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste . Espécie : Puffinus puffinus , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo .
Arenoso com o Cod de carcaca 5 e Não apresentava oleo.	34	3	0	Indivíduo de numero 34 registrado pela equipe do Trecho 02 na cidade de Garopaba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste . Espécie : Puffinus puffinus , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo .
33	34	-1	1	Indivíduo de numero 34 registrado pela equipe do Trecho 02 na cidade de Garopaba ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Vazia e vento Sudeste . Espécie : Puffinus puffinus , Indeterminado Não , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 5 e Não apresentava oleo .
Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna (Santa Catarina), atraves de monitoramento do tipo	35	0	0	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento com a mare Vazante e vento	35	1	0	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Nordeste.	35	2	0	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie: Chelonia mydas, Juvenil Sim ,,,esta ameacada de extincao.	35	3	0	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi encontrado Morto em ambiente	35	4	0	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso com o Cod de carcaca 4 e Não apresentava oleo.	35	5	0	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
34	35	-1	1	Indivíduo de numero 35 registrado pela equipe do Trecho 01 na cidade de Laguna ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazante e vento Nordeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
